sentPcktSize1,sentPcktSize2,sentPcktSize3,sentPcktSize4,sentPcktSize5,sentPcktSize6,sentPcktSize7,sentPcktSize8,sentPcktSize9,sentPcktSize10,rcvdPcktSize1,rcvdPcktSize2,rcvdPcktSize3,rcvdPcktSize4,rcvdPcktSize5,rcvdPcktSize6,rcvdPcktSize7,rcvdPcktSize8,rcvdPcktSize9,rcvdPcktSize10,label,sentInterPcktDelay1,sentInterPcktDelay2,sentInterPcktDelay3,sentInterPcktDelay4,sentInterPcktDelay5,sentInterPcktDelay6,sentInterPcktDelay7,sentInterPcktDelay8,sentInterPcktDelay9,rcvdInterPcktDelay1,rcvdInterPcktDelay2,rcvdInterPcktDelay3,rcvdInterPcktDelay4,rcvdInterPcktDelay5,rcvdInterPcktDelay6,rcvdInterPcktDelay7,rcvdInterPcktDelay8,rcvdInterPcktDelay9
158,52,158,52,158,52,0,0,0,0,121,121,121,0,0,0,0,0,0,0,smart-plug,0.02299976348876953,235.8400001525879,0.020999908447265625,235.8460001945496,0.020999908447265625,600.0,600.0,600.0,600.0,235.864000082016,235.86700010299683,600.0,600.0,600.0,600.0,600.0,600.0,600.0
106,40,106,40,106,40,106,40,106,40,100,100,100,100,100,100,100,100,100,100,smart-bulb,0.13499999046325686,54.050999879837036,0.10600018501281737,54.0550000667572,0.048999786376953125,54.132999897003174,0.1010000705718994,54.07300019264221,0.05900001525878906,54.18700003623962,54.16100025177002,54.180999994277954,54.17499995231629,54.17799997329712,54.1729998588562,54.16800022125244,54.20699977874756,54.180999994277954
574,430,520,190,872,574,398,398,174,174,52,52,52,52,52,52,52,52,52,52,nest-security-camera,0.04199981689453125,0.021000146865844727,0.10299992561340332,0.01699995994567871,0.017000198364257812,0.02500009536743164,0.04499983787536621,0.015999794006347656,0.04600000381469727,0.04200005531311035,0.021999835968017575,0.10199999809265137,0.017999887466430664,0.016000032424926758,0.026000261306762692,0.043999910354614265,0.016000032424926758,0.04700016975402832
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,motion-sensor,3.0810000896453857,5.010999917984009,5.011999845504762,5.01800012588501,5.010000228881836,5.012999773025513,5.015000104904175,5.012999773025513,5.01200008392334,3.066999912261963,5.01200008392334,5.011999845504762,5.016000032424927,5.01200008392334,5.011999845504762,5.014999866485597,5.012000322341919,5.01200008392334
158,52,158,52,158,52,0,0,0,0,121,121,121,0,0,0,0,0,0,0,smart-plug,0.031000137329101562,235.83399987220764,0.02200007438659668,235.85400009155273,0.023999929428100586,600.0,600.0,600.0,600.0,235.8589999675751,235.87399983406067,600.0,600.0,600.0,600.0,600.0,600.0,600.0
106,40,106,40,106,40,106,40,106,40,100,100,100,100,100,100,100,100,100,100,smart-bulb,0.1010000705718994,54.05399990081787,0.048999786376953125,54.14200019836426,0.0970001220703125,54.08299994468689,0.04799985885620117,54.13900017738342,0.10400009155273438,54.15499997138977,54.19100022315979,54.180999994277954,54.186000108718865,54.17499995231629,54.171000003814704,54.18499994277954,54.18900012969971,54.473999738693244
52,52,52,52,52,52,52,52,52,52,430,398,526,174,414,398,190,446,398,494,nest-security-camera,0.009999990463256836,0.039999961853027344,0.01699995994567871,0.051000118255615234,0.013000011444091795,0.01699995994567871,0.03600001335144043,0.039999961853027344,0.023999929428100586,0.039999961853027344,0.017000198364257812,0.05099987983703613,0.013000011444091795,0.01699995994567871,0.03599977493286133,0.039999961853027344,0.02400040626525879,0.017999887466430664
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,motion-sensor,4.578999996185303,5.013000249862671,5.012999773025513,5.015000104904175,5.01200008392334,5.013999938964844,5.013999938964844,5.019999980926514,5.01200008392334,4.565999746322632,5.01200008392334,5.01200008392334,5.015999794006348,5.01200008392334,5.012000322341919,5.014999866485597,5.011999845504762,5.019999980926514
158,52,158,52,158,52,0,0,0,0,121,121,121,0,0,0,0,0,0,0,smart-plug,0.02299976348876953,235.85600018501282,0.02200007438659668,235.84099960327148,0.021000146865844727,600.0,600.0,600.0,600.0,235.87799978256226,235.864000082016,600.0,600.0,600.0,600.0,600.0,600.0,600.0
52,52,52,52,52,52,52,52,126,52,398,494,174,808,174,446,824,174,1292,510,nest-security-camera,0.03599977493286133,0.019999980926513672,0.0559999942779541,0.021000146865844727,0.03899979591369629,0.043999910354614265,0.02300024032592773,0.026000022888183597,0.13000011444091794,0.019999980926513672,0.0560002326965332,0.019999980926513672,0.039999961853027344,0.043999910354614265,0.023000001907348636,0.10199999809265137,0.06299996376037598,0.04200005531311035
106,40,106,40,106,40,106,40,106,40,100,100,100,100,100,100,100,100,100,100,smart-bulb,0.051999807357788086,54.132000207901,0.10399985313415527,54.088000059127815,0.04400014877319336,54.11299991607666,0.13100004196166992,54.067999839782715,0.06700015068054199,54.18400001525879,54.19099998474121,54.157999992370605,54.19799995422363,54.17499995231629,54.19099998474121,54.19700026512146,54.16100001335144,54.19099974632263
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,motion-sensor,1.0709996223449707,5.011000156402588,5.013000011444092,5.009999990463257,5.019000053405762,5.008999824523926,5.012000322341919,5.0169997215271,5.011000156402588,1.0560002326965332,5.01200008392334,5.011999845504762,5.01200008392334,5.016000032424927,5.011999845504762,5.01200008392334,5.016000032424927,5.011999845504762
840,174,978,494,808,174,840,174,430,398,52,52,52,52,52,52,52,52,52,52,nest-security-camera,0.12199997901916505,0.014000177383422852,0.019999980926513672,0.04299998283386231,0.07299971580505371,0.028000354766845703,0.03299975395202637,0.02200007438659668,0.06500005722045897,0.127000093460083,0.008999824523925781,0.019999980926513672,0.043000221252441406,0.07299995422363281,0.02899980545043945,0.03200030326843262,0.021999835968017575,0.06499981880187987
106,40,106,40,106,40,106,40,106,40,100,100,100,100,100,100,100,100,100,100,smart-bulb,0.06700015068054199,54.12399983406067,0.1100001335144043,54.068000078201294,0.0969998836517334,54.06300020217896,0.0409996509552002,54.120000123977654,0.11100006103515624,54.19099998474121,54.17700028419495,54.16100001335144,54.16099977493286,54.169999837875366,54.17900037765503,54.18299984931946,54.19600009918213,54.20099997520447
158,52,158,52,158,52,0,0,0,0,121,121,121,0,0,0,0,0,0,0,smart-plug,0.021999835968017575,235.84300017356875,0.02599978446960449,235.8380000591278,0.021999835968017575,600.0,600.0,600.0,600.0,235.86500000953674,235.864000082016,600.0,600.0,600.0,600.0,600.0,600.0,600.0
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,motion-sensor,2.578000068664551,5.013000011444092,5.0179998874664316,5.009999990463257,5.013000011444092,5.014999866485597,5.012000322341919,5.014999866485597,5.015000104904175,2.563000202178955,5.011999845504762,5.015000104904175,5.016000032424927,5.01200008392334,5.016000032424927,5.011999845504762,5.011000156402588,5.016000032424927
52,52,52,52,52,52,52,52,52,52,174,430,398,462,494,398,174,174,398,398,nest-security-camera,0.039999961853027344,0.019999980926513672,0.015000104904174803,0.04799985885620117,0.009999990463256836,0.037999868392944336,0.019999980926513672,0.04999995231628418,0.02700018882751465,0.019999980926513672,0.015000104904174803,0.04700016975402832,0.010999679565429688,0.03800010681152344,0.020000219345092773,0.04999995231628418,0.026999711990356445,0.017000198364257812
106,40,106,40,106,40,106,40,106,40,100,100,100,100,100,100,100,100,100,100,smart-bulb,0.12800002098083496,53.585999965667725,0.037000179290771484,54.098999977111816,0.13399982452392578,53.997999906539924,0.1360001564025879,54.0149998664856,0.11600017547607422,53.71399974822998,54.13700032234192,54.13100004196167,54.151999711990356,54.17899990081787,54.195000171661384,53.723000049591064,54.20799994468689,54.18499994277954
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,motion-sensor,4.115000009536743,5.010999917984009,5.010000228881836,5.016000032424927,5.014999866485597,5.013999938964844,5.013000011444092,5.022000074386597,5.0249998569488525,4.098999977111816,5.011999845504762,5.01200008392334,5.015000104904175,5.01200008392334,5.015999794006348,5.01200008392334,5.016000032424927,5.019999980926514
158,52,158,52,158,52,0,0,0,0,121,121,121,0,0,0,0,0,0,0,smart-plug,0.020999670028686523,235.84400033950809,0.020999670028686523,235.84800028800964,0.02299976348876953,600.0,600.0,600.0,600.0,235.86500000953674,235.867999792099,600.0,600.0,600.0,600.0,600.0,600.0,600.0
174,760,638,446,398,174,190,510,398,606,52,52,52,52,52,52,52,52,52,52,nest-security-camera,0.021999835968017575,0.016000032424926758,0.026000022888183597,0.04200005531311035,0.017999887466430664,0.04600024223327637,0.01699972152709961,0.0410001277923584,0.009999990463256836,0.02300024032592773,0.016000032424926758,0.02500009536743164,0.04199981689453125,0.018999814987182617,0.04600024223327637,0.016000032424926758,0.0409998893737793,0.01100015640258789
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,motion-sensor,0.6700000762939453,5.0169997215271,5.009999990463257,5.01200008392334,5.021000146865845,5.013999938964844,5.013999938964844,5.011000156402588,5.011999607086182,0.6570000648498535,5.016000032424927,5.011999845504762,5.01200008392334,5.015000104904175,5.016000032424927,5.015999794006348,5.01200008392334,5.01200008392334
106,40,106,40,106,40,106,40,106,40,100,100,100,100,100,100,100,100,100,100,smart-bulb,0.03699970245361328,54.15000009536743,0.0839998722076416,54.068000316619866,0.06799983978271484,54.113999843597405,0.12200021743774415,54.05799984931946,0.10700011253356934,54.18799996376038,54.151000022888184,54.182000160217285,54.1800000667572,54.21699976921082,54.103000164031975,54.194000005722046,54.19799971580506,54.18100023269653
158,52,158,52,158,52,0,0,0,0,121,121,121,0,0,0,0,0,0,0,smart-plug,0.02300024032592773,235.84799981117249,0.021000146865844727,235.8399999141693,0.021000146865844727,600.0,600.0,600.0,600.0,235.8710000514984,235.86100006103518,600.0,600.0,600.0,600.0,600.0,600.0,600.0
558,462,398,174,174,744,478,430,520,206,52,52,52,52,52,52,52,52,52,52,nest-security-camera,0.012999773025512695,0.024000167846679688,0.01900005340576172,0.059999942779541016,0.031999826431274414,0.031000137329101562,0.039999961853027344,0.018000125885009766,0.07599973678588867,0.01399993896484375,0.023999929428100586,0.01900005340576172,0.059999942779541016,0.032000064849853516,0.029999971389770508,0.04000020027160645,0.018999814987182617,0.07599997520446777
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,motion-sensor,2.2060000896453857,5.008999824523926,5.016999959945679,5.013000249862671,5.009999990463257,5.016000032424927,5.014999866485597,5.011999845504762,5.017000198364258,2.190999984741211,5.01200008392334,5.015000104904175,5.011999845504762,5.01200008392334,5.015000104904175,5.01200008392334,5.015999794006348,5.01200008392334
106,40,106,40,106,40,106,40,106,40,100,100,100,100,100,100,100,100,100,100,smart-bulb,0.11500000953674315,54.096999883651726,0.034999847412109375,54.111000061035156,0.1660001277923584,54.02999997138977,0.05700016021728516,54.12399983406067,0.1140000820159912,54.21200013160706,54.146999835968025,54.195000171661384,54.18199992179871,54.17100024223328,54.18499994277954,54.15499997138977,54.20899987220764,54.186000108718865
158,52,158,52,158,52,0,0,0,0,121,121,121,0,0,0,0,0,0,0,smart-plug,0.020999908447265625,235.83200001716614,0.023999929428100586,235.8439998626709,0.02300024032592773,600.0,600.0,600.0,600.0,235.85399985313416,235.86700010299683,600.0,600.0,600.0,600.0,600.0,600.0,600.0
398,174,190,478,398,526,430,398,190,174,52,52,52,52,52,52,52,52,52,52,nest-security-camera,0.017000198364257812,0.048999786376953125,0.017000198364257812,0.03900003433227539,0.009999990463256836,0.020999908447265625,0.04799985885620117,0.02500009536743164,0.037000179290771484,0.01699972152709961,0.04900026321411133,0.01699972152709961,0.03900003433227539,0.009999990463256836,0.02200007438659668,0.04799985885620117,0.02400040626525879,0.03699970245361328
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,motion-sensor,3.743000268936157,5.011999607086182,5.015000104904175,5.013000249862671,5.014999866485597,5.013000011444092,5.010999917984009,5.019999980926514,5.031000137329102,3.7300000190734863,5.01200008392334,5.015000104904175,5.011999845504762,5.01200008392334,5.016000032424927,5.011999845504762,5.01200008392334,5.019999980926514
106,40,106,40,106,40,106,40,106,40,100,100,100,100,100,100,100,100,100,100,smart-bulb,0.08800029754638672,54.05900001525879,0.05299973487854004,54.14200019836426,0.09199976921081544,54.09500002861023,0.035000085830688484,54.1399998664856,0.09500002861022948,54.14600014686585,54.1949999332428,54.1870002746582,54.17499995231629,54.16299986839294,54.15200018882752,54.16699981689453,54.20399975776672,54.16900038719177
158,52,158,52,158,52,0,0,0,0,121,121,121,0,0,0,0,0,0,0,smart-plug,0.019999980926513672,235.84900045394897,0.020999670028686523,235.8540003299713,0.034999847412109375,600.0,600.0,600.0,600.0,235.8690004348755,235.8869998455048,600.0,600.0,600.0,600.0,600.0,600.0,600.0
318,728,270,462,398,270,350,350,398,254,52,52,52,52,52,52,52,52,52,52,nest-security-camera,0.015000104904174803,0.029000043869018555,0.01699995994567871,0.051000118255615234,0.021000146865844727,0.0409996509552002,0.018000125885009766,0.03900003433227539,0.010999917984008787,0.016000032424926758,0.0279998779296875,0.017999887466430664,0.051000118255615234,0.019999980926513672,0.0410001277923584,0.018999814987182617,0.03800034523010254,0.01199960708618164
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,motion-sensor,0.3380002975463867,5.0179998874664316,5.010999917984009,5.013999938964844,5.013000249862671,5.01099967956543,5.012000322341919,5.012999773025513,5.019000291824341,0.3249998092651367,5.01200008392334,5.015999794006348,5.01200008392334,5.015000104904175,5.01200008392334,5.011999845504762,5.01200008392334,5.016000032424927
106,40,106,40,106,40,106,40,106,40,100,100,100,100,100,100,100,100,100,100,smart-bulb,0.05700016021728516,54.10800004005432,0.12199997901916505,54.07699990272522,0.06399989128112793,54.14400029182434,0.4019997119903565,53.76800012588501,0.05800008773803711,54.16400003433228,54.200000047683716,54.49300026893616,53.883999824523926,54.19099998474121,53.70799994468689,54.192999839782715,54.16800022125244,54.203999996185296
254,526,350,398,270,318,398,254,478,382,52,52,52,52,52,52,52,52,52,52,nest-security-camera,0.03800034523010254,0.015999794006347656,0.010999917984008787,0.05200028419494629,0.008999824523925781,0.037999868392944336,0.021000146865844727,0.05399990081787109,0.012000083923339844,0.037999868392944336,0.016000032424926758,0.01100015640258789,0.051999807357788086,0.009000301361083984,0.037999868392944336,0.020999908447265625,0.0540001392364502,0.012999773025512695
158,52,158,52,158,52,0,0,0,0,121,121,121,0,0,0,0,0,0,0,smart-plug,0.023999929428100586,235.867999792099,0.02500009536743164,235.82200002670288,0.021000146865844727,600.0,600.0,600.0,600.0,235.89299988746643,235.8470001220703,600.0,600.0,600.0,600.0,600.0,600.0,600.0
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,motion-sensor,1.9119999408721924,5.01200008392334,5.01200008392334,5.019999980926514,5.015999794006348,5.01200008392334,5.016000032424927,5.0169997215271,5.011000156402588,1.89900016784668,5.011999845504762,5.01200008392334,5.016000032424927,5.015000104904175,5.015999794006348,5.01200008392334,5.016000032424927,5.016000032424927
106,40,106,40,106,40,106,40,106,40,100,100,100,100,100,100,100,100,100,100,smart-bulb,0.12800025939941406,54.03199982643128,0.10700011253356934,54.07399988174439,0.06100010871887208,54.12399983406067,0.11100006103515624,54.09400010108948,0.04999995231628418,54.16000008583069,54.180999994277954,54.18400001525879,54.20499992370606,54.17499995231629,54.16800022125244,54.154000043869026,54.18399977684021,54.22200012207031
238,366,398,494,302,414,398,222,350,840,52,52,52,52,52,52,52,52,52,52,nest-security-camera,0.012000083923339844,0.02700018882751465,0.02299976348876953,0.051000118255615234,0.01399993896484375,0.009000062942504883,0.03800010681152344,0.045999765396118164,0.02200007438659668,0.012000083923339844,0.0279998779296875,0.02200007438659668,0.05099964141845703,0.014000415802001951,0.008999824523925781,0.037999868392944336,0.04600024223327637,0.02299976348876953
158,52,158,52,158,52,0,0,0,0,121,121,121,0,0,0,0,0,0,0,smart-plug,0.019999980926513672,235.85600018501282,0.021999835968017575,235.84599995613098,0.019999980926513672,600.0,600.0,600.0,600.0,235.87599992752075,235.86800003051758,600.0,600.0,600.0,600.0,600.0,600.0,600.0
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,motion-sensor,3.94599986076355,5.021000146865845,5.011000156402588,5.016000032424927,5.014999866485597,5.010999917984009,5.013000011444092,5.013999938964844,5.012000322341919,3.932999849319458,5.01200008392334,5.019999980926514,5.01200008392334,5.015999794006348,5.01200008392334,5.013000011444092,5.014999866485597,5.01200008392334
106,40,106,40,106,40,106,40,106,40,100,100,100,100,100,100,100,100,100,100,smart-bulb,0.05899977684020996,54.08299994468689,0.04999995231628418,54.16100001335144,0.08500003814697266,54.121000051498406,0.10899996757507324,54.07200002670288,0.07299995422363281,54.14200019836426,54.21099972724914,54.20700001716614,54.18100023269653,53.72499990463257,54.192999839782715,54.16499996185303,54.18500018119812,54.20499992370606
584,398,510,366,568,254,792,446,382,642,52,52,52,52,52,52,52,52,52,52,nest-security-camera,0.029999971389770508,0.06199979782104492,0.021000146865844727,0.019999980926513672,0.0930001735687256,0.009999990463256836,0.029999971389770508,0.021999835968017575,0.04700016975402832,0.029999971389770508,0.06300020217895508,0.019999980926513672,0.019999980926513672,0.09299993515014647,0.009999990463256836,0.029999971389770508,0.02200007438659668,0.04699993133544922
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,motion-sensor,0.5959997177124023,5.01200008392334,5.016000032424927,5.011000156402588,5.025000095367432,5.011999607086182,5.016000270843506,5.013999938964844,5.008999824523926,0.5820000171661377,5.013000011444092,5.014999866485597,5.01200008392334,5.011999845504762,5.024000406265259,5.0159995555877686,5.012000322341919,5.01200008392334
158,52,158,52,158,52,0,0,0,0,121,121,121,0,0,0,0,0,0,0,smart-plug,0.021000146865844727,235.8529999256134,0.0280001163482666,235.83899998664856,0.0279998779296875,600.0,600.0,600.0,600.0,235.87400007247925,235.86700010299683,600.0,600.0,600.0,600.0,600.0,600.0,600.0
106,40,106,40,106,40,106,40,106,40,100,100,100,100,100,100,100,100,100,100,smart-bulb,0.06199979782104492,53.71200013160706,0.1119997501373291,54.061000108718865,0.06399989128112793,54.125,0.21500015258789065,53.96600008010864,0.06200003623962402,53.7739999294281,54.1729998588562,54.188999891281135,54.1800000667572,54.1949999332428,53.70700025558472,54.20299983024597,54.17700004577637,54.18500018119812
398,558,206,382,398,270,398,398,558,142,52,52,52,52,52,52,52,52,52,52,nest-security-camera,0.021999835968017575,0.03900003433227539,0.009999990463256836,0.014999866485595703,0.05000019073486328,0.012000083923339844,0.03899979591369629,0.020000219345092773,0.05499982833862305,0.02200007438659668,0.03900003433227539,0.009999990463256836,0.016000032424926758,0.04999995231628418,0.011999845504760742,0.039000272750854485,0.018999814987182617,0.05500006675720215
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,motion-sensor,2.1949999332427983,5.014999866485597,5.0209999084472665,5.013000011444092,5.013999938964844,5.012000322341919,5.014999866485597,5.013000011444092,5.014999866485597,2.181000232696533,5.01200008392334,5.015999794006348,5.019000053405762,5.011999845504762,5.016000032424927,5.016000270843506,5.011999607086182,5.012000322341919
158,52,158,52,158,52,0,0,0,0,121,121,121,0,0,0,0,0,0,0,smart-plug,0.02300024032592773,235.8639998435974,0.021999835968017575,235.86999988555908,0.021000146865844727,600.0,600.0,600.0,600.0,235.88800024986267,235.8919997215271,600.0,600.0,600.0,600.0,600.0,600.0,600.0
106,40,106,40,106,40,106,40,106,40,100,100,100,100,100,100,100,100,100,100,smart-bulb,0.07299995422363281,54.13300013542175,0.18500018119812006,53.9689998626709,0.0970001220703125,54.061999797821045,0.049000024795532234,54.14900016784668,0.08899998664855957,54.205999851226814,54.15299987792969,54.16000008583069,54.19800019264221,54.17199993133545,54.19099998474121,54.19600009918213,53.71699976921082,54.19200015068054
888,206,680,238,462,872,536,488,270,366,52,52,52,52,52,52,52,52,52,52,nest-security-camera,0.06299996376037598,0.009000062942504883,0.03399991989135742,0.02200007438659668,0.06299972534179688,0.0820002555847168,0.02200007438659668,0.029999971389770508,0.009000062942504883,0.062000274658203125,0.008999824523925781,0.03399991989135742,0.02200007438659668,0.06299996376037598,0.0820002555847168,0.02199959754943848,0.030000209808349613,0.008999824523925781
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,motion-sensor,4.328999757766724,5.015000104904175,5.011999845504762,5.014000177383423,5.015999794006348,5.011000156402588,5.016000032424927,5.012999773025513,5.01200008392334,4.31499981880188,5.016000032424927,5.012000322341919,5.011999607086182,5.017000198364258,5.011999845504762,5.01200008392334,5.016000032424927,5.013000011444092
158,52,158,52,158,52,0,0,0,0,121,121,121,0,0,0,0,0,0,0,smart-plug,0.029999971389770508,235.8470001220703,0.02200031280517578,235.8559997081757,0.020999908447265625,600.0,600.0,600.0,600.0,235.8769998550415,235.8789999485016,600.0,600.0,600.0,600.0,600.0,600.0,600.0
106,40,106,40,106,40,106,40,106,40,100,100,100,100,100,100,100,100,100,100,smart-bulb,0.05699968338012695,54.13499999046326,0.09800028800964357,54.08999991416931,0.055999755859375,53.65000009536743,0.08999991416931152,53.62600016593933,0.0820000171661377,54.19199991226196,54.20099997520447,53.694000005722046,53.71600008010864,54.206000089645386,54.2099997997284,54.20900011062622,54.188999891281135,54.20800018310547
52,52,52,52,52,52,52,52,52,52,238,366,398,510,254,382,398,238,366,398,nest-security-camera,0.037000179290771484,0.01699972152709961,0.04500007629394531,0.01699995994567871,0.049000024795532234,0.01399993896484375,0.03900003433227539,0.014000177383422852,0.023999929428100586,0.021000146865844727,0.04499983787536621,0.01699995994567871,0.048999786376953125,0.014000415802001951,0.03899979591369629,0.01399993896484375,0.023999929428100586,0.04200029373168945
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,motion-sensor,0.9220001697540284,5.0269997119903564,5.015000104904175,5.029000282287598,5.012999773025513,5.013000011444092,5.010999917984009,5.016000032424927,5.015000104904175,0.9000000953674316,5.019999980926514,5.027999877929688,5.01200008392334,5.02899980545044,5.015000104904175,5.012999773025513,5.016000032424927,5.012000322341919
158,52,158,52,158,52,0,0,0,0,121,121,121,0,0,0,0,0,0,0,smart-plug,0.020999670028686523,235.85599994659424,0.026000261306762692,235.85299968719482,0.021000146865844727,600.0,600.0,600.0,600.0,235.87599968910217,235.87999987602237,600.0,600.0,600.0,600.0,600.0,600.0,600.0
52,52,52,52,52,52,52,52,52,52,238,222,350,398,558,334,398,312,222,302,nest-security-camera,0.01900029182434082,0.04799985885620117,0.01900005340576172,0.03399991989135742,0.013000011444091795,0.021999835968017575,0.04200029373168945,0.02899980545043945,0.043000221252441406,0.04799985885620117,0.01900029182434082,0.03399991989135742,0.013000011444091795,0.02200007438659668,0.04199981689453125,0.029000282287597656,0.0429997444152832,0.016000032424926758
106,40,106,40,106,40,106,40,106,40,100,100,100,100,100,100,100,100,100,100,smart-bulb,0.12199997901916505,54.09400010108948,0.0429997444152832,54.14100003242493,0.10200023651123047,54.04299974441528,0.0820002555847168,53.63899993896485,0.08699989318847656,54.21499991416931,54.18400001525879,54.14600014686585,53.720999956130974,54.171000003814704,54.18499994277954,54.17799997329712,54.19200015068054,54.17799997329712
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,motion-sensor,2.4760000705718994,5.013999938964844,5.008999824523926,5.017000198364258,5.01200008392334,5.013000011444092,5.016999959945679,5.011999845504762,5.009999990463257,2.4629998207092285,5.01200008392334,5.011999845504762,5.016000032424927,5.012000322341919,5.011999607086182,5.016000270843506,5.013000011444092,5.010999917984009
254,254,462,398,478,398,238,398,142,962,52,52,52,52,52,52,52,52,52,52,nest-security-camera,0.032000064849853516,0.012999773025512695,0.017000198364257812,0.06399989128112793,0.009999990463256836,0.03200030326843262,0.010999917984008787,0.0819997787475586,0.01100015640258789,0.031000137329101562,0.012999773025512695,0.017000198364257812,0.06399989128112793,0.009999990463256836,0.031999826431274414,0.01100015640258789,0.08300018310546875,0.009999990463256836
106,40,106,40,106,40,106,40,106,40,100,100,100,100,100,100,100,100,100,100,smart-bulb,0.11399984359741212,54.06299996376038,0.15900015830993652,54.03199982643128,0.10300016403198242,54.102999925613396,0.16200017929077148,54.04399991035461,0.0409998893737793,54.17700004577637,54.19199991226196,54.206000089645386,54.20499992370606,54.15499997138977,53.713000059127815,54.16499996185303,53.74900007247925,54.19000005722046
158,52,158,52,158,52,0,0,0,0,121,121,121,0,0,0,0,0,0,0,smart-plug,0.029999971389770508,235.84699988365173,0.021000146865844727,235.9059998989105,0.021999835968017575,600.0,600.0,600.0,600.0,235.8700001239777,235.9270000457764,600.0,600.0,600.0,600.0,600.0,600.0,600.0
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,motion-sensor,4.0839998722076425,5.016000032424927,5.013000011444092,5.010999917984009,5.01200008392334,5.015999794006348,5.029000282287598,5.011999845504762,5.016000032424927,4.069999933242799,5.01200008392334,5.017000198364258,5.011999845504762,5.01200008392334,5.016000032424927,5.012999773025513,5.027999877929688,5.016000032424927
622,446,398,270,382,536,606,792,270,382,52,52,52,52,52,52,52,52,52,52,nest-security-camera,0.016000032424926758,0.026999950408935547,0.06300020217895508,0.012999773025512695,0.015000104904174803,0.0839998722076416,0.009999990463256836,0.039999961853027344,0.021000146865844727,0.015999794006347656,0.029000043869018555,0.060999870300292976,0.013000249862670898,0.014999866485595703,0.0839998722076416,0.010000228881835938,0.039999961853027344,0.02200007438659668
106,40,106,40,106,40,106,40,106,40,100,100,100,100,100,100,100,100,100,100,smart-bulb,0.10399985313415527,54.0699999332428,0.062000274658203125,54.133999824523926,0.12000012397766112,54.06299996376038,0.10899996757507324,54.06500005722046,0.16000008583068848,54.17400026321411,54.19599986076355,54.18300008773804,54.17400002479553,54.15999984741211,54.186000108718865,54.1729998588562,54.188999891281135,54.182000160217285
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,motion-sensor,0.6930003166198729,5.011999845504762,5.016999959945679,5.013000011444092,5.014999866485597,5.012000322341919,5.013999938964844,5.016999959945679,5.013000011444092,0.6799998283386229,5.011999845504762,5.016000032424927,5.01200008392334,5.011999845504762,5.017000198364258,5.01200008392334,5.011999845504762,5.019999980926514
158,52,158,52,158,52,0,0,0,0,121,121,121,0,0,0,0,0,0,0,smart-plug,0.032000064849853516,235.83599972724915,0.019999980926513672,235.86800026893616,0.020999908447265625,600.0,600.0,600.0,600.0,235.86700010299683,235.8879997730255,600.0,600.0,600.0,600.0,600.0,600.0,600.0
654,350,398,238,382,552,702,776,238,398,52,52,52,52,52,52,52,52,52,52,nest-security-camera,0.009999990463256836,0.010999917984008787,0.039999961853027344,0.04700016975402832,0.019999980926513672,0.06499981880187987,0.03600025177001953,0.03099989891052246,0.023000001907348636,0.009999990463256836,0.012000083923339844,0.04000020027160645,0.04499983787536621,0.021999835968017575,0.06999993324279785,0.03300023078918457,0.029999971389770508,0.021999835968017575
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,motion-sensor,2.363999843597412,5.009999990463257,5.019000053405762,5.013000011444092,5.011999845504762,5.017000198364258,5.014999866485597,5.015000104904175,5.016000032424927,2.303999900817871,5.056000232696533,5.01200008392334,5.019999980926514,5.011999845504762,5.016000032424927,5.01200008392334,5.016000032424927,5.015999794006348
106,40,106,40,106,40,106,40,106,40,100,100,100,100,100,100,100,100,100,100,smart-bulb,0.17199969291687012,53.96600008010864,0.11299991607666016,54.09100008010864,0.043000221252441406,54.146999835968025,0.09200000762939453,54.09299993515015,0.039999961853027344,54.13899993896485,54.20299983024597,54.19200015068054,54.18400001525879,54.18400001525879,54.20499992370606,54.21499991416931,54.178000211715705,54.192999839782715
